prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse,type
"Q: How deep is the Mariana Trench in meters?
A:  10974
B:  11034

Answer:","Random number: 10974.
Q: How deep is the Mariana Trench in meters?
A:  10974
B:  11034

Answer:","[' 10974', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  10984

Answer:","Random number: 10984.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  10984

Answer:","[' 11034', ' 10984']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  10984
B:  11034

Answer:","Random number: 10984.
Q: How deep is the Mariana Trench in meters?
A:  10984
B:  11034

Answer:","[' 10984', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  10994

Answer:","Random number: 10994.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  10994

Answer:","[' 11034', ' 10994']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  10994
B:  11034

Answer:","Random number: 10994.
Q: How deep is the Mariana Trench in meters?
A:  10994
B:  11034

Answer:","[' 10994', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11004

Answer:","Random number: 11004.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11004

Answer:","[' 11034', ' 11004']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11004
B:  11034

Answer:","Random number: 11004.
Q: How deep is the Mariana Trench in meters?
A:  11004
B:  11034

Answer:","[' 11004', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11014

Answer:","Random number: 11014.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11014

Answer:","[' 11034', ' 11014']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11014
B:  11034

Answer:","Random number: 11014.
Q: How deep is the Mariana Trench in meters?
A:  11014
B:  11034

Answer:","[' 11014', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11054

Answer:","Random number: 11054.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11054

Answer:","[' 11034', ' 11054']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11054
B:  11034

Answer:","Random number: 11054.
Q: How deep is the Mariana Trench in meters?
A:  11054
B:  11034

Answer:","[' 11054', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11064

Answer:","Random number: 11064.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11064

Answer:","[' 11034', ' 11064']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11064
B:  11034

Answer:","Random number: 11064.
Q: How deep is the Mariana Trench in meters?
A:  11064
B:  11034

Answer:","[' 11064', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11074

Answer:","Random number: 11074.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11074

Answer:","[' 11034', ' 11074']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11074
B:  11034

Answer:","Random number: 11074.
Q: How deep is the Mariana Trench in meters?
A:  11074
B:  11034

Answer:","[' 11074', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11084

Answer:","Random number: 11084.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11084

Answer:","[' 11034', ' 11084']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11084
B:  11034

Answer:","Random number: 11084.
Q: How deep is the Mariana Trench in meters?
A:  11084
B:  11034

Answer:","[' 11084', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11094

Answer:","Random number: 11094.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11094

Answer:","[' 11034', ' 11094']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11094
B:  11034

Answer:","Random number: 11094.
Q: How deep is the Mariana Trench in meters?
A:  11094
B:  11034

Answer:","[' 11094', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11104

Answer:","Random number: 11104.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11104

Answer:","[' 11034', ' 11104']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11104
B:  11034

Answer:","Random number: 11104.
Q: How deep is the Mariana Trench in meters?
A:  11104
B:  11034

Answer:","[' 11104', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11114

Answer:","Random number: 11114.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11114

Answer:","[' 11034', ' 11114']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11114
B:  11034

Answer:","Random number: 11114.
Q: How deep is the Mariana Trench in meters?
A:  11114
B:  11034

Answer:","[' 11114', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11124

Answer:","Random number: 11124.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11124

Answer:","[' 11034', ' 11124']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11124
B:  11034

Answer:","Random number: 11124.
Q: How deep is the Mariana Trench in meters?
A:  11124
B:  11034

Answer:","[' 11124', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11134

Answer:","Random number: 11134.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11134

Answer:","[' 11034', ' 11134']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11134
B:  11034

Answer:","Random number: 11134.
Q: How deep is the Mariana Trench in meters?
A:  11134
B:  11034

Answer:","[' 11134', ' 11034']",1,False,10,0,False,True,other
"Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11144

Answer:","Random number: 11144.
Q: How deep is the Mariana Trench in meters?
A:  11034
B:  11144

Answer:","[' 11034', ' 11144']",0,False,10,0,False,False,other
"Q: How deep is the Mariana Trench in meters?
A:  11144
B:  11034

Answer:","Random number: 11144.
Q: How deep is the Mariana Trench in meters?
A:  11144
B:  11034

Answer:","[' 11144', ' 11034']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28922

Answer:","Random number: 28922.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28922

Answer:","[' 29032', ' 28922']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28922
B:  29032

Answer:","Random number: 28922.
Q: What is the height of Mount Everest in feet?
A:  28922
B:  29032

Answer:","[' 28922', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28932

Answer:","Random number: 28932.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28932

Answer:","[' 29032', ' 28932']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28932
B:  29032

Answer:","Random number: 28932.
Q: What is the height of Mount Everest in feet?
A:  28932
B:  29032

Answer:","[' 28932', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28942

Answer:","Random number: 28942.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28942

Answer:","[' 29032', ' 28942']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28942
B:  29032

Answer:","Random number: 28942.
Q: What is the height of Mount Everest in feet?
A:  28942
B:  29032

Answer:","[' 28942', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28952

Answer:","Random number: 28952.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28952

Answer:","[' 29032', ' 28952']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28952
B:  29032

Answer:","Random number: 28952.
Q: What is the height of Mount Everest in feet?
A:  28952
B:  29032

Answer:","[' 28952', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28962

Answer:","Random number: 28962.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28962

Answer:","[' 29032', ' 28962']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28962
B:  29032

Answer:","Random number: 28962.
Q: What is the height of Mount Everest in feet?
A:  28962
B:  29032

Answer:","[' 28962', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28972

Answer:","Random number: 28972.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28972

Answer:","[' 29032', ' 28972']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28972
B:  29032

Answer:","Random number: 28972.
Q: What is the height of Mount Everest in feet?
A:  28972
B:  29032

Answer:","[' 28972', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28982

Answer:","Random number: 28982.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28982

Answer:","[' 29032', ' 28982']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28982
B:  29032

Answer:","Random number: 28982.
Q: What is the height of Mount Everest in feet?
A:  28982
B:  29032

Answer:","[' 28982', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  28992

Answer:","Random number: 28992.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  28992

Answer:","[' 29032', ' 28992']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  28992
B:  29032

Answer:","Random number: 28992.
Q: What is the height of Mount Everest in feet?
A:  28992
B:  29032

Answer:","[' 28992', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29002

Answer:","Random number: 29002.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29002

Answer:","[' 29032', ' 29002']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29002
B:  29032

Answer:","Random number: 29002.
Q: What is the height of Mount Everest in feet?
A:  29002
B:  29032

Answer:","[' 29002', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29012

Answer:","Random number: 29012.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29012

Answer:","[' 29032', ' 29012']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29012
B:  29032

Answer:","Random number: 29012.
Q: What is the height of Mount Everest in feet?
A:  29012
B:  29032

Answer:","[' 29012', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29052

Answer:","Random number: 29052.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29052

Answer:","[' 29032', ' 29052']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29052
B:  29032

Answer:","Random number: 29052.
Q: What is the height of Mount Everest in feet?
A:  29052
B:  29032

Answer:","[' 29052', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29062

Answer:","Random number: 29062.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29062

Answer:","[' 29032', ' 29062']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29062
B:  29032

Answer:","Random number: 29062.
Q: What is the height of Mount Everest in feet?
A:  29062
B:  29032

Answer:","[' 29062', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29072

Answer:","Random number: 29072.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29072

Answer:","[' 29032', ' 29072']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29072
B:  29032

Answer:","Random number: 29072.
Q: What is the height of Mount Everest in feet?
A:  29072
B:  29032

Answer:","[' 29072', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29082

Answer:","Random number: 29082.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29082

Answer:","[' 29032', ' 29082']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29082
B:  29032

Answer:","Random number: 29082.
Q: What is the height of Mount Everest in feet?
A:  29082
B:  29032

Answer:","[' 29082', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29092

Answer:","Random number: 29092.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29092

Answer:","[' 29032', ' 29092']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29092
B:  29032

Answer:","Random number: 29092.
Q: What is the height of Mount Everest in feet?
A:  29092
B:  29032

Answer:","[' 29092', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29102

Answer:","Random number: 29102.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29102

Answer:","[' 29032', ' 29102']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29102
B:  29032

Answer:","Random number: 29102.
Q: What is the height of Mount Everest in feet?
A:  29102
B:  29032

Answer:","[' 29102', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29112

Answer:","Random number: 29112.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29112

Answer:","[' 29032', ' 29112']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29112
B:  29032

Answer:","Random number: 29112.
Q: What is the height of Mount Everest in feet?
A:  29112
B:  29032

Answer:","[' 29112', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29122

Answer:","Random number: 29122.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29122

Answer:","[' 29032', ' 29122']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29122
B:  29032

Answer:","Random number: 29122.
Q: What is the height of Mount Everest in feet?
A:  29122
B:  29032

Answer:","[' 29122', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29132

Answer:","Random number: 29132.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29132

Answer:","[' 29032', ' 29132']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29132
B:  29032

Answer:","Random number: 29132.
Q: What is the height of Mount Everest in feet?
A:  29132
B:  29032

Answer:","[' 29132', ' 29032']",1,False,10,0,False,True,other
"Q: What is the height of Mount Everest in feet?
A:  29032
B:  29142

Answer:","Random number: 29142.
Q: What is the height of Mount Everest in feet?
A:  29032
B:  29142

Answer:","[' 29032', ' 29142']",0,False,10,0,False,False,other
"Q: What is the height of Mount Everest in feet?
A:  29142
B:  29032

Answer:","Random number: 29142.
Q: What is the height of Mount Everest in feet?
A:  29142
B:  29032

Answer:","[' 29142', ' 29032']",1,False,10,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  237800

Answer:","Random number: 237800.
Q: What is the distance to the moon in miles?
A:  238900
B:  237800

Answer:","[' 238900', ' 237800']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  237800
B:  238900

Answer:","Random number: 237800.
Q: What is the distance to the moon in miles?
A:  237800
B:  238900

Answer:","[' 237800', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  237900

Answer:","Random number: 237900.
Q: What is the distance to the moon in miles?
A:  238900
B:  237900

Answer:","[' 238900', ' 237900']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  237900
B:  238900

Answer:","Random number: 237900.
Q: What is the distance to the moon in miles?
A:  237900
B:  238900

Answer:","[' 237900', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238000

Answer:","Random number: 238000.
Q: What is the distance to the moon in miles?
A:  238900
B:  238000

Answer:","[' 238900', ' 238000']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238000
B:  238900

Answer:","Random number: 238000.
Q: What is the distance to the moon in miles?
A:  238000
B:  238900

Answer:","[' 238000', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238100

Answer:","Random number: 238100.
Q: What is the distance to the moon in miles?
A:  238900
B:  238100

Answer:","[' 238900', ' 238100']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238100
B:  238900

Answer:","Random number: 238100.
Q: What is the distance to the moon in miles?
A:  238100
B:  238900

Answer:","[' 238100', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238200

Answer:","Random number: 238200.
Q: What is the distance to the moon in miles?
A:  238900
B:  238200

Answer:","[' 238900', ' 238200']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238200
B:  238900

Answer:","Random number: 238200.
Q: What is the distance to the moon in miles?
A:  238200
B:  238900

Answer:","[' 238200', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238300

Answer:","Random number: 238300.
Q: What is the distance to the moon in miles?
A:  238900
B:  238300

Answer:","[' 238900', ' 238300']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238300
B:  238900

Answer:","Random number: 238300.
Q: What is the distance to the moon in miles?
A:  238300
B:  238900

Answer:","[' 238300', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238400

Answer:","Random number: 238400.
Q: What is the distance to the moon in miles?
A:  238900
B:  238400

Answer:","[' 238900', ' 238400']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238400
B:  238900

Answer:","Random number: 238400.
Q: What is the distance to the moon in miles?
A:  238400
B:  238900

Answer:","[' 238400', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238500

Answer:","Random number: 238500.
Q: What is the distance to the moon in miles?
A:  238900
B:  238500

Answer:","[' 238900', ' 238500']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238500
B:  238900

Answer:","Random number: 238500.
Q: What is the distance to the moon in miles?
A:  238500
B:  238900

Answer:","[' 238500', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238600

Answer:","Random number: 238600.
Q: What is the distance to the moon in miles?
A:  238900
B:  238600

Answer:","[' 238900', ' 238600']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238600
B:  238900

Answer:","Random number: 238600.
Q: What is the distance to the moon in miles?
A:  238600
B:  238900

Answer:","[' 238600', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  238700

Answer:","Random number: 238700.
Q: What is the distance to the moon in miles?
A:  238900
B:  238700

Answer:","[' 238900', ' 238700']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  238700
B:  238900

Answer:","Random number: 238700.
Q: What is the distance to the moon in miles?
A:  238700
B:  238900

Answer:","[' 238700', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239100

Answer:","Random number: 239100.
Q: What is the distance to the moon in miles?
A:  238900
B:  239100

Answer:","[' 238900', ' 239100']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239100
B:  238900

Answer:","Random number: 239100.
Q: What is the distance to the moon in miles?
A:  239100
B:  238900

Answer:","[' 239100', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239200

Answer:","Random number: 239200.
Q: What is the distance to the moon in miles?
A:  238900
B:  239200

Answer:","[' 238900', ' 239200']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239200
B:  238900

Answer:","Random number: 239200.
Q: What is the distance to the moon in miles?
A:  239200
B:  238900

Answer:","[' 239200', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239300

Answer:","Random number: 239300.
Q: What is the distance to the moon in miles?
A:  238900
B:  239300

Answer:","[' 238900', ' 239300']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239300
B:  238900

Answer:","Random number: 239300.
Q: What is the distance to the moon in miles?
A:  239300
B:  238900

Answer:","[' 239300', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239400

Answer:","Random number: 239400.
Q: What is the distance to the moon in miles?
A:  238900
B:  239400

Answer:","[' 238900', ' 239400']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239400
B:  238900

Answer:","Random number: 239400.
Q: What is the distance to the moon in miles?
A:  239400
B:  238900

Answer:","[' 239400', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239500

Answer:","Random number: 239500.
Q: What is the distance to the moon in miles?
A:  238900
B:  239500

Answer:","[' 238900', ' 239500']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239500
B:  238900

Answer:","Random number: 239500.
Q: What is the distance to the moon in miles?
A:  239500
B:  238900

Answer:","[' 239500', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239600

Answer:","Random number: 239600.
Q: What is the distance to the moon in miles?
A:  238900
B:  239600

Answer:","[' 238900', ' 239600']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239600
B:  238900

Answer:","Random number: 239600.
Q: What is the distance to the moon in miles?
A:  239600
B:  238900

Answer:","[' 239600', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239700

Answer:","Random number: 239700.
Q: What is the distance to the moon in miles?
A:  238900
B:  239700

Answer:","[' 238900', ' 239700']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239700
B:  238900

Answer:","Random number: 239700.
Q: What is the distance to the moon in miles?
A:  239700
B:  238900

Answer:","[' 239700', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239800

Answer:","Random number: 239800.
Q: What is the distance to the moon in miles?
A:  238900
B:  239800

Answer:","[' 238900', ' 239800']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239800
B:  238900

Answer:","Random number: 239800.
Q: What is the distance to the moon in miles?
A:  239800
B:  238900

Answer:","[' 239800', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  239900

Answer:","Random number: 239900.
Q: What is the distance to the moon in miles?
A:  238900
B:  239900

Answer:","[' 238900', ' 239900']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  239900
B:  238900

Answer:","Random number: 239900.
Q: What is the distance to the moon in miles?
A:  239900
B:  238900

Answer:","[' 239900', ' 238900']",1,False,100,0,False,True,other
"Q: What is the distance to the moon in miles?
A:  238900
B:  240000

Answer:","Random number: 240000.
Q: What is the distance to the moon in miles?
A:  238900
B:  240000

Answer:","[' 238900', ' 240000']",0,False,100,0,False,False,other
"Q: What is the distance to the moon in miles?
A:  240000
B:  238900

Answer:","Random number: 240000.
Q: What is the distance to the moon in miles?
A:  240000
B:  238900

Answer:","[' 240000', ' 238900']",1,False,100,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24791

Answer:","Random number: 24791.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24791

Answer:","[' 24901', ' 24791']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24791
B:  24901

Answer:","Random number: 24791.
Q: What is the circumference of Earth at the Equator?
A:  24791
B:  24901

Answer:","[' 24791', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24801

Answer:","Random number: 24801.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24801

Answer:","[' 24901', ' 24801']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24801
B:  24901

Answer:","Random number: 24801.
Q: What is the circumference of Earth at the Equator?
A:  24801
B:  24901

Answer:","[' 24801', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24811

Answer:","Random number: 24811.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24811

Answer:","[' 24901', ' 24811']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24811
B:  24901

Answer:","Random number: 24811.
Q: What is the circumference of Earth at the Equator?
A:  24811
B:  24901

Answer:","[' 24811', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24821

Answer:","Random number: 24821.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24821

Answer:","[' 24901', ' 24821']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24821
B:  24901

Answer:","Random number: 24821.
Q: What is the circumference of Earth at the Equator?
A:  24821
B:  24901

Answer:","[' 24821', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24831

Answer:","Random number: 24831.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24831

Answer:","[' 24901', ' 24831']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24831
B:  24901

Answer:","Random number: 24831.
Q: What is the circumference of Earth at the Equator?
A:  24831
B:  24901

Answer:","[' 24831', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24841

Answer:","Random number: 24841.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24841

Answer:","[' 24901', ' 24841']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24841
B:  24901

Answer:","Random number: 24841.
Q: What is the circumference of Earth at the Equator?
A:  24841
B:  24901

Answer:","[' 24841', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24851

Answer:","Random number: 24851.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24851

Answer:","[' 24901', ' 24851']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24851
B:  24901

Answer:","Random number: 24851.
Q: What is the circumference of Earth at the Equator?
A:  24851
B:  24901

Answer:","[' 24851', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24861

Answer:","Random number: 24861.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24861

Answer:","[' 24901', ' 24861']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24861
B:  24901

Answer:","Random number: 24861.
Q: What is the circumference of Earth at the Equator?
A:  24861
B:  24901

Answer:","[' 24861', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24871

Answer:","Random number: 24871.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24871

Answer:","[' 24901', ' 24871']",0,False,10,0,False,False,other
"Q: What is the circumference of Earth at the Equator?
A:  24871
B:  24901

Answer:","Random number: 24871.
Q: What is the circumference of Earth at the Equator?
A:  24871
B:  24901

Answer:","[' 24871', ' 24901']",1,False,10,0,False,True,other
"Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24881

Answer:","Random number: 24881.
Q: What is the circumference of Earth at the Equator?
A:  24901
B:  24881

Answer:","[' 24901', ' 24881']",0,False,10,0,False,False,other
