,prompt,other_prompt,classes,answer_index
61,"Question: Which is more likely?
1: Christopher is an accountant who plays jazz for a hobby
2: Christopher plays jazz for a hobby
Answer:","Question: 
    Christopher is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Christopher is an accountant who plays jazz for a hobby
2: Christopher plays jazz for a hobby
Answer:","[' Christopher is an accountant who plays jazz for a hobby', ' Christopher plays jazz for a hobby']",1
377,"Question: Which is more likely?
1: Noah is an immigrant and Trump supporter
2: Noah is an immigrant
Answer:","Question: 
            Noah is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Noah is an immigrant and Trump supporter
2: Noah is an immigrant
Answer:","[' Noah is an immigrant and Trump supporter', ' Noah is an immigrant']",1
310,"Question: Which is more likely?
1: Aaron is an immigrant
2: Aaron is an immigrant and Trump supporter
Answer:","Question: 
            Aaron is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Aaron is an immigrant
2: Aaron is an immigrant and Trump supporter
Answer:","[' Aaron is an immigrant', ' Aaron is an immigrant and Trump supporter']",0
49,"Question: Which is more likely?
1: Thomas is an accountant who plays jazz for a hobby
2: Thomas plays jazz for a hobby
Answer:","Question: 
    Thomas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Thomas is an accountant who plays jazz for a hobby
2: Thomas plays jazz for a hobby
Answer:","[' Thomas is an accountant who plays jazz for a hobby', ' Thomas plays jazz for a hobby']",1
19,"Question: Which is more likely?
1: Michael is an accountant who plays jazz for a hobby
2: Michael plays jazz for a hobby
Answer:","Question: 
    Michael is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Michael is an accountant who plays jazz for a hobby
2: Michael plays jazz for a hobby
Answer:","[' Michael is an accountant who plays jazz for a hobby', ' Michael plays jazz for a hobby']",1
582,"Question: Which is more likely?
1: Mason plays jazz for a hobby
2: Mason is an accountant who plays jazz for a hobby
Answer:","Question: 
    Mason is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Mason plays jazz for a hobby
2: Mason is an accountant who plays jazz for a hobby
Answer:","[' Mason plays jazz for a hobby', ' Mason is an accountant who plays jazz for a hobby']",0
150,"Question: Which is more likely?
1: Ronald plays jazz for a hobby
2: Ronald is an accountant who plays jazz for a hobby
Answer:","Question: 
    Ronald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Ronald plays jazz for a hobby
2: Ronald is an accountant who plays jazz for a hobby
Answer:","[' Ronald plays jazz for a hobby', ' Ronald is an accountant who plays jazz for a hobby']",0
11,"Question: Which is more likely?
1: Robert is an immigrant and Trump supporter
2: Robert is an immigrant
Answer:","Question: 
            Robert is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Robert is an immigrant and Trump supporter
2: Robert is an immigrant
Answer:","[' Robert is an immigrant and Trump supporter', ' Robert is an immigrant']",1
322,"Question: Which is more likely?
1: Adam is an immigrant
2: Adam is an immigrant and Trump supporter
Answer:","Question: 
            Adam is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Adam is an immigrant
2: Adam is an immigrant and Trump supporter
Answer:","[' Adam is an immigrant', ' Adam is an immigrant and Trump supporter']",0
286,"Question: Which is more likely?
1: Jack is an immigrant
2: Jack is an immigrant and Trump supporter
Answer:","Question: 
            Jack is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jack is an immigrant
2: Jack is an immigrant and Trump supporter
Answer:","[' Jack is an immigrant', ' Jack is an immigrant and Trump supporter']",0
299,"Question: Which is more likely?
1: Jerry is an immigrant and Trump supporter
2: Jerry is an immigrant
Answer:","Question: 
            Jerry is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jerry is an immigrant and Trump supporter
2: Jerry is an immigrant
Answer:","[' Jerry is an immigrant and Trump supporter', ' Jerry is an immigrant']",1
282,"Question: Which is more likely?
1: Jack plays jazz for a hobby
2: Jack is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jack is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jack plays jazz for a hobby
2: Jack is an accountant who plays jazz for a hobby
Answer:","[' Jack plays jazz for a hobby', ' Jack is an accountant who plays jazz for a hobby']",0
337,"Question: Which is more likely?
1: Douglas is an accountant who plays jazz for a hobby
2: Douglas plays jazz for a hobby
Answer:","Question: 
    Douglas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Douglas is an accountant who plays jazz for a hobby
2: Douglas plays jazz for a hobby
Answer:","[' Douglas is an accountant who plays jazz for a hobby', ' Douglas plays jazz for a hobby']",1
281,"Question: Which is more likely?
1: Raymond is an immigrant and Trump supporter
2: Raymond is an immigrant
Answer:","Question: 
            Raymond is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Raymond is an immigrant and Trump supporter
2: Raymond is an immigrant
Answer:","[' Raymond is an immigrant and Trump supporter', ' Raymond is an immigrant']",1
205,"Question: Which is more likely?
1: Jonathan is an accountant who plays jazz for a hobby
2: Jonathan plays jazz for a hobby
Answer:","Question: 
    Jonathan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jonathan is an accountant who plays jazz for a hobby
2: Jonathan plays jazz for a hobby
Answer:","[' Jonathan is an accountant who plays jazz for a hobby', ' Jonathan plays jazz for a hobby']",1
240,"Question: Which is more likely?
1: Benjamin plays jazz for a hobby
2: Benjamin is an accountant who plays jazz for a hobby
Answer:","Question: 
    Benjamin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Benjamin plays jazz for a hobby
2: Benjamin is an accountant who plays jazz for a hobby
Answer:","[' Benjamin plays jazz for a hobby', ' Benjamin is an accountant who plays jazz for a hobby']",0
250,"Question: Which is more likely?
1: Samuel is an immigrant
2: Samuel is an immigrant and Trump supporter
Answer:","Question: 
            Samuel is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Samuel is an immigrant
2: Samuel is an immigrant and Trump supporter
Answer:","[' Samuel is an immigrant', ' Samuel is an immigrant and Trump supporter']",0
169,"Question: Which is more likely?
1: Jeffrey is an accountant who plays jazz for a hobby
2: Jeffrey plays jazz for a hobby
Answer:","Question: 
    Jeffrey is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jeffrey is an accountant who plays jazz for a hobby
2: Jeffrey plays jazz for a hobby
Answer:","[' Jeffrey is an accountant who plays jazz for a hobby', ' Jeffrey plays jazz for a hobby']",1
65,"Question: Which is more likely?
1: Christopher is an immigrant and Trump supporter
2: Christopher is an immigrant
Answer:","Question: 
            Christopher is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Christopher is an immigrant and Trump supporter
2: Christopher is an immigrant
Answer:","[' Christopher is an immigrant and Trump supporter', ' Christopher is an immigrant']",1
529,"Question: Which is more likely?
1: Wayne is an accountant who plays jazz for a hobby
2: Wayne plays jazz for a hobby
Answer:","Question: 
    Wayne is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Wayne is an accountant who plays jazz for a hobby
2: Wayne plays jazz for a hobby
Answer:","[' Wayne is an accountant who plays jazz for a hobby', ' Wayne plays jazz for a hobby']",1
47,"Question: Which is more likely?
1: Joseph is an immigrant and Trump supporter
2: Joseph is an immigrant
Answer:","Question: 
            Joseph is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Joseph is an immigrant and Trump supporter
2: Joseph is an immigrant
Answer:","[' Joseph is an immigrant and Trump supporter', ' Joseph is an immigrant']",1
341,"Question: Which is more likely?
1: Douglas is an immigrant and Trump supporter
2: Douglas is an immigrant
Answer:","Question: 
            Douglas is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Douglas is an immigrant and Trump supporter
2: Douglas is an immigrant
Answer:","[' Douglas is an immigrant and Trump supporter', ' Douglas is an immigrant']",1
301,"Question: Which is more likely?
1: Tyler is an accountant who plays jazz for a hobby
2: Tyler plays jazz for a hobby
Answer:","Question: 
    Tyler is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Tyler is an accountant who plays jazz for a hobby
2: Tyler plays jazz for a hobby
Answer:","[' Tyler is an accountant who plays jazz for a hobby', ' Tyler plays jazz for a hobby']",1
306,"Question: Which is more likely?
1: Aaron plays jazz for a hobby
2: Aaron is an accountant who plays jazz for a hobby
Answer:","Question: 
    Aaron is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Aaron plays jazz for a hobby
2: Aaron is an accountant who plays jazz for a hobby
Answer:","[' Aaron plays jazz for a hobby', ' Aaron is an accountant who plays jazz for a hobby']",0
394,"Question: Which is more likely?
1: Keith is an immigrant
2: Keith is an immigrant and Trump supporter
Answer:","Question: 
            Keith is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Keith is an immigrant
2: Keith is an immigrant and Trump supporter
Answer:","[' Keith is an immigrant', ' Keith is an immigrant and Trump supporter']",0
481,"Question: Which is more likely?
1: Joe is an accountant who plays jazz for a hobby
2: Joe plays jazz for a hobby
Answer:","Question: 
    Joe is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Joe is an accountant who plays jazz for a hobby
2: Joe plays jazz for a hobby
Answer:","[' Joe is an accountant who plays jazz for a hobby', ' Joe plays jazz for a hobby']",1
508,"Question: Which is more likely?
1: Albert is an immigrant
2: Albert is an immigrant and Trump supporter
Answer:","Question: 
            Albert is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Albert is an immigrant
2: Albert is an immigrant and Trump supporter
Answer:","[' Albert is an immigrant', ' Albert is an immigrant and Trump supporter']",0
402,"Question: Which is more likely?
1: Terry plays jazz for a hobby
2: Terry is an accountant who plays jazz for a hobby
Answer:","Question: 
    Terry is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Terry plays jazz for a hobby
2: Terry is an accountant who plays jazz for a hobby
Answer:","[' Terry plays jazz for a hobby', ' Terry is an accountant who plays jazz for a hobby']",0
88,"Question: Which is more likely?
1: Mark is an immigrant
2: Mark is an immigrant and Trump supporter
Answer:","Question: 
            Mark is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Mark is an immigrant
2: Mark is an immigrant and Trump supporter
Answer:","[' Mark is an immigrant', ' Mark is an immigrant and Trump supporter']",0
352,"Question: Which is more likely?
1: Peter is an immigrant
2: Peter is an immigrant and Trump supporter
Answer:","Question: 
            Peter is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Peter is an immigrant
2: Peter is an immigrant and Trump supporter
Answer:","[' Peter is an immigrant', ' Peter is an immigrant and Trump supporter']",0
466,"Question: Which is more likely?
1: Jordan is an immigrant
2: Jordan is an immigrant and Trump supporter
Answer:","Question: 
            Jordan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jordan is an immigrant
2: Jordan is an immigrant and Trump supporter
Answer:","[' Jordan is an immigrant', ' Jordan is an immigrant and Trump supporter']",0
439,"Question: Which is more likely?
1: Arthur is an accountant who plays jazz for a hobby
2: Arthur plays jazz for a hobby
Answer:","Question: 
    Arthur is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Arthur is an accountant who plays jazz for a hobby
2: Arthur plays jazz for a hobby
Answer:","[' Arthur is an accountant who plays jazz for a hobby', ' Arthur plays jazz for a hobby']",1
461,"Question: Which is more likely?
1: Jesse is an immigrant and Trump supporter
2: Jesse is an immigrant
Answer:","Question: 
            Jesse is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jesse is an immigrant and Trump supporter
2: Jesse is an immigrant
Answer:","[' Jesse is an immigrant and Trump supporter', ' Jesse is an immigrant']",1
113,"Question: Which is more likely?
1: Andrew is an immigrant and Trump supporter
2: Andrew is an immigrant
Answer:","Question: 
            Andrew is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Andrew is an immigrant and Trump supporter
2: Andrew is an immigrant
Answer:","[' Andrew is an immigrant and Trump supporter', ' Andrew is an immigrant']",1
173,"Question: Which is more likely?
1: Jeffrey is an immigrant and Trump supporter
2: Jeffrey is an immigrant
Answer:","Question: 
            Jeffrey is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Jeffrey is an immigrant and Trump supporter
2: Jeffrey is an immigrant
Answer:","[' Jeffrey is an immigrant and Trump supporter', ' Jeffrey is an immigrant']",1
196,"Question: Which is more likely?
1: Nicholas is an immigrant
2: Nicholas is an immigrant and Trump supporter
Answer:","Question: 
            Nicholas is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Nicholas is an immigrant
2: Nicholas is an immigrant and Trump supporter
Answer:","[' Nicholas is an immigrant', ' Nicholas is an immigrant and Trump supporter']",0
401,"Question: Which is more likely?
1: Roger is an immigrant and Trump supporter
2: Roger is an immigrant
Answer:","Question: 
            Roger is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Roger is an immigrant and Trump supporter
2: Roger is an immigrant
Answer:","[' Roger is an immigrant and Trump supporter', ' Roger is an immigrant']",1
378,"Question: Which is more likely?
1: Jeremy plays jazz for a hobby
2: Jeremy is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jeremy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jeremy plays jazz for a hobby
2: Jeremy is an accountant who plays jazz for a hobby
Answer:","[' Jeremy plays jazz for a hobby', ' Jeremy is an accountant who plays jazz for a hobby']",0
409,"Question: Which is more likely?
1: Gerald is an accountant who plays jazz for a hobby
2: Gerald plays jazz for a hobby
Answer:","Question: 
    Gerald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Gerald is an accountant who plays jazz for a hobby
2: Gerald plays jazz for a hobby
Answer:","[' Gerald is an accountant who plays jazz for a hobby', ' Gerald plays jazz for a hobby']",1
252,"Question: Which is more likely?
1: Gregory plays jazz for a hobby
2: Gregory is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gregory is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gregory plays jazz for a hobby
2: Gregory is an accountant who plays jazz for a hobby
Answer:","[' Gregory plays jazz for a hobby', ' Gregory is an accountant who plays jazz for a hobby']",0
241,"Question: Which is more likely?
1: Benjamin is an accountant who plays jazz for a hobby
2: Benjamin plays jazz for a hobby
Answer:","Question: 
    Benjamin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Benjamin is an accountant who plays jazz for a hobby
2: Benjamin plays jazz for a hobby
Answer:","[' Benjamin is an accountant who plays jazz for a hobby', ' Benjamin plays jazz for a hobby']",1
288,"Question: Which is more likely?
1: Dennis plays jazz for a hobby
2: Dennis is an accountant who plays jazz for a hobby
Answer:","Question: 
    Dennis is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Dennis plays jazz for a hobby
2: Dennis is an accountant who plays jazz for a hobby
Answer:","[' Dennis plays jazz for a hobby', ' Dennis is an accountant who plays jazz for a hobby']",0
522,"Question: Which is more likely?
1: Juan plays jazz for a hobby
2: Juan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Juan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Juan plays jazz for a hobby
2: Juan is an accountant who plays jazz for a hobby
Answer:","[' Juan plays jazz for a hobby', ' Juan is an accountant who plays jazz for a hobby']",0
258,"Question: Which is more likely?
1: Alexander plays jazz for a hobby
2: Alexander is an accountant who plays jazz for a hobby
Answer:","Question: 
    Alexander is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Alexander plays jazz for a hobby
2: Alexander is an accountant who plays jazz for a hobby
Answer:","[' Alexander plays jazz for a hobby', ' Alexander is an accountant who plays jazz for a hobby']",0
246,"Question: Which is more likely?
1: Samuel plays jazz for a hobby
2: Samuel is an accountant who plays jazz for a hobby
Answer:","Question: 
    Samuel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Samuel plays jazz for a hobby
2: Samuel is an accountant who plays jazz for a hobby
Answer:","[' Samuel plays jazz for a hobby', ' Samuel is an accountant who plays jazz for a hobby']",0
277,"Question: Which is more likely?
1: Raymond is an accountant who plays jazz for a hobby
2: Raymond plays jazz for a hobby
Answer:","Question: 
    Raymond is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Raymond is an accountant who plays jazz for a hobby
2: Raymond plays jazz for a hobby
Answer:","[' Raymond is an accountant who plays jazz for a hobby', ' Raymond plays jazz for a hobby']",1
85,"Question: Which is more likely?
1: Mark is an accountant who plays jazz for a hobby
2: Mark plays jazz for a hobby
Answer:","Question: 
    Mark is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Mark is an accountant who plays jazz for a hobby
2: Mark plays jazz for a hobby
Answer:","[' Mark is an accountant who plays jazz for a hobby', ' Mark plays jazz for a hobby']",1
412,"Question: Which is more likely?
1: Gerald is an immigrant
2: Gerald is an immigrant and Trump supporter
Answer:","Question: 
            Gerald is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Gerald is an immigrant
2: Gerald is an immigrant and Trump supporter
Answer:","[' Gerald is an immigrant', ' Gerald is an immigrant and Trump supporter']",0
355,"Question: Which is more likely?
1: Kyle is an accountant who plays jazz for a hobby
2: Kyle plays jazz for a hobby
Answer:","Question: 
    Kyle is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Kyle is an accountant who plays jazz for a hobby
2: Kyle plays jazz for a hobby
Answer:","[' Kyle is an accountant who plays jazz for a hobby', ' Kyle plays jazz for a hobby']",1
112,"Question: Which is more likely?
1: Andrew is an immigrant
2: Andrew is an immigrant and Trump supporter
Answer:","Question: 
            Andrew is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Andrew is an immigrant
2: Andrew is an immigrant and Trump supporter
Answer:","[' Andrew is an immigrant', ' Andrew is an immigrant and Trump supporter']",0
106,"Question: Which is more likely?
1: Paul is an immigrant
2: Paul is an immigrant and Trump supporter
Answer:","Question: 
            Paul is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Paul is an immigrant
2: Paul is an immigrant and Trump supporter
Answer:","[' Paul is an immigrant', ' Paul is an immigrant and Trump supporter']",0
426,"Question: Which is more likely?
1: Austin plays jazz for a hobby
2: Austin is an accountant who plays jazz for a hobby
Answer:","Question: 
    Austin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Austin plays jazz for a hobby
2: Austin is an accountant who plays jazz for a hobby
Answer:","[' Austin plays jazz for a hobby', ' Austin is an accountant who plays jazz for a hobby']",0
335,"Question: Which is more likely?
1: Henry is an immigrant and Trump supporter
2: Henry is an immigrant
Answer:","Question: 
            Henry is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Henry is an immigrant and Trump supporter
2: Henry is an immigrant
Answer:","[' Henry is an immigrant and Trump supporter', ' Henry is an immigrant']",1
55,"Question: Which is more likely?
1: Charles is an accountant who plays jazz for a hobby
2: Charles plays jazz for a hobby
Answer:","Question: 
    Charles is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Charles is an accountant who plays jazz for a hobby
2: Charles plays jazz for a hobby
Answer:","[' Charles is an accountant who plays jazz for a hobby', ' Charles plays jazz for a hobby']",1
67,"Question: Which is more likely?
1: Daniel is an accountant who plays jazz for a hobby
2: Daniel plays jazz for a hobby
Answer:","Question: 
    Daniel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Daniel is an accountant who plays jazz for a hobby
2: Daniel plays jazz for a hobby
Answer:","[' Daniel is an accountant who plays jazz for a hobby', ' Daniel plays jazz for a hobby']",1
550,"Question: Which is more likely?
1: Roy is an immigrant
2: Roy is an immigrant and Trump supporter
Answer:","Question: 
            Roy is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Roy is an immigrant
2: Roy is an immigrant and Trump supporter
Answer:","[' Roy is an immigrant', ' Roy is an immigrant and Trump supporter']",0
280,"Question: Which is more likely?
1: Raymond is an immigrant
2: Raymond is an immigrant and Trump supporter
Answer:","Question: 
            Raymond is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Raymond is an immigrant
2: Raymond is an immigrant and Trump supporter
Answer:","[' Raymond is an immigrant', ' Raymond is an immigrant and Trump supporter']",0
42,"Question: Which is more likely?
1: Joseph plays jazz for a hobby
2: Joseph is an accountant who plays jazz for a hobby
Answer:","Question: 
    Joseph is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Joseph plays jazz for a hobby
2: Joseph is an accountant who plays jazz for a hobby
Answer:","[' Joseph plays jazz for a hobby', ' Joseph is an accountant who plays jazz for a hobby']",0
547,"Question: Which is more likely?
1: Roy is an accountant who plays jazz for a hobby
2: Roy plays jazz for a hobby
Answer:","Question: 
    Roy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Roy is an accountant who plays jazz for a hobby
2: Roy plays jazz for a hobby
Answer:","[' Roy is an accountant who plays jazz for a hobby', ' Roy plays jazz for a hobby']",1
360,"Question: Which is more likely?
1: Ethan plays jazz for a hobby
2: Ethan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Ethan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Ethan plays jazz for a hobby
2: Ethan is an accountant who plays jazz for a hobby
Answer:","[' Ethan plays jazz for a hobby', ' Ethan is an accountant who plays jazz for a hobby']",0
125,"Question: Which is more likely?
1: Kenneth is an immigrant and Trump supporter
2: Kenneth is an immigrant
Answer:","Question: 
            Kenneth is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Kenneth is an immigrant and Trump supporter
2: Kenneth is an immigrant
Answer:","[' Kenneth is an immigrant and Trump supporter', ' Kenneth is an immigrant']",1
460,"Question: Which is more likely?
1: Jesse is an immigrant
2: Jesse is an immigrant and Trump supporter
Answer:","Question: 
            Jesse is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jesse is an immigrant
2: Jesse is an immigrant and Trump supporter
Answer:","[' Jesse is an immigrant', ' Jesse is an immigrant and Trump supporter']",0
334,"Question: Which is more likely?
1: Henry is an immigrant
2: Henry is an immigrant and Trump supporter
Answer:","Question: 
            Henry is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Henry is an immigrant
2: Henry is an immigrant and Trump supporter
Answer:","[' Henry is an immigrant', ' Henry is an immigrant and Trump supporter']",0
511,"Question: Which is more likely?
1: Willie is an accountant who plays jazz for a hobby
2: Willie plays jazz for a hobby
Answer:","Question: 
    Willie is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Willie is an accountant who plays jazz for a hobby
2: Willie plays jazz for a hobby
Answer:","[' Willie is an accountant who plays jazz for a hobby', ' Willie plays jazz for a hobby']",1
5,"Question: Which is more likely?
1: James is an immigrant and Trump supporter
2: James is an immigrant
Answer:","Question: 
            James is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: James is an immigrant and Trump supporter
2: James is an immigrant
Answer:","[' James is an immigrant and Trump supporter', ' James is an immigrant']",1
346,"Question: Which is more likely?
1: Zachary is an immigrant
2: Zachary is an immigrant and Trump supporter
Answer:","Question: 
            Zachary is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Zachary is an immigrant
2: Zachary is an immigrant and Trump supporter
Answer:","[' Zachary is an immigrant', ' Zachary is an immigrant and Trump supporter']",0
233,"Question: Which is more likely?
1: Scott is an immigrant and Trump supporter
2: Scott is an immigrant
Answer:","Question: 
            Scott is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Scott is an immigrant and Trump supporter
2: Scott is an immigrant
Answer:","[' Scott is an immigrant and Trump supporter', ' Scott is an immigrant']",1
217,"Question: Which is more likely?
1: Larry is an accountant who plays jazz for a hobby
2: Larry plays jazz for a hobby
Answer:","Question: 
    Larry is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Larry is an accountant who plays jazz for a hobby
2: Larry plays jazz for a hobby
Answer:","[' Larry is an accountant who plays jazz for a hobby', ' Larry plays jazz for a hobby']",1
